city;datetime;CO;NO2;O3;PM10;PM2.5;SO2;temperature_c;humidity_percent;pressure_hpa;wind_speed_kmh;wind_direction_deg;precipitation_mm;C6H6;NMHC;NOx;air_quality_good;year;month
UCI_Dataset;27/09/04 19:00;4.3;158.0;;;;;20.8;32.5;;;;;20.9;;490.0;False;2004;9
UCI_Dataset;27/09/04 20:00;3.5;145.0;;;;;19.1;36.8;;;;;14.9;;434.0;False;2004;9
UCI_Dataset;27/09/04 21:00;2.4;128.0;;;;;18.1;39.9;;;;;11.3;;345.0;False;2004;9
UCI_Dataset;27/09/04 22:00;1.5;105.0;;;;;17.4;42.8;;;;;8.4;;192.0;False;2004;9
UCI_Dataset;27/09/04 23:00;1.3;90.0;;;;;16.7;46.6;;;;;6.8;;157.0;False;2004;9
UCI_Dataset;28/09/04 00:00;1.0;85.0;;;;;17.1;46.8;;;;;4.9;;148.0;True;2004;9
UCI_Dataset;28/09/04 01:00;0.8;73.0;;;;;15.3;51.9;;;;;3.5;;105.0;True;2004;9
UCI_Dataset;28/09/04 02:00;0.5;74.0;;;;;15.0;52.8;;;;;2.8;;141.0;True;2004;9
UCI_Dataset;28/09/04 03:00;0.4;;;;;;14.4;54.5;;;;;2.1;;;True;2004;9
UCI_Dataset;28/09/04 04:00;0.5;61.0;;;;;12.8;59.8;;;;;2.2;;107.0;True;2004;9
UCI_Dataset;28/09/04 05:00;0.7;69.0;;;;;11.9;62.7;;;;;3.9;;166.0;True;2004;9
UCI_Dataset;28/09/04 06:00;1.2;82.0;;;;;12.1;62.6;;;;;7.3;;241.0;False;2004;9
UCI_Dataset;28/09/04 07:00;2.4;120.0;;;;;13.5;58.2;;;;;15.5;;368.0;False;2004;9
UCI_Dataset;28/09/04 08:00;4.3;135.0;;;;;14.4;55.7;;;;;27.1;;498.0;False;2004;9
UCI_Dataset;28/09/04 09:00;4.1;152.0;;;;;17.8;45.7;;;;;21.3;;641.0;False;2004;9
UCI_Dataset;28/09/04 10:00;3.7;177.0;;;;;21.0;37.2;;;;;19.9;;667.0;False;2004;9
UCI_Dataset;28/09/04 11:00;3.4;181.0;;;;;24.5;29.8;;;;;19.4;;550.0;False;2004;9
UCI_Dataset;28/09/04 12:00;3.8;176.0;;;;;26.4;26.4;;;;;21.8;;483.0;False;2004;9
UCI_Dataset;28/09/04 13:00;4.1;163.0;;;;;25.2;26.8;;;;;21.7;;524.0;False;2004;9
UCI_Dataset;28/09/04 14:00;3.4;174.0;;;;;26.1;24.8;;;;;18.9;;481.0;False;2004;9
UCI_Dataset;28/09/04 15:00;2.3;117.0;;;;;26.2;24.4;;;;;13.0;;305.0;False;2004;9
UCI_Dataset;28/09/04 16:00;3.2;145.0;;;;;28.9;21.3;;;;;18.8;;396.0;False;2004;9
UCI_Dataset;28/09/04 17:00;4.8;173.0;;;;;28.0;23.3;;;;;26.8;;501.0;False;2004;9
UCI_Dataset;28/09/04 18:00;6.7;204.0;;;;;24.7;27.9;;;;;36.9;;702.0;False;2004;9
UCI_Dataset;28/09/04 19:00;7.5;209.0;;;;;23.0;33.6;;;;;39.3;;755.0;False;2004;9
UCI_Dataset;28/09/04 20:00;4.5;175.0;;;;;20.9;45.8;;;;;23.1;;524.0;False;2004;9
UCI_Dataset;28/09/04 21:00;2.1;129.0;;;;;19.8;48.6;;;;;11.6;;247.0;False;2004;9
UCI_Dataset;28/09/04 22:00;1.5;111.0;;;;;19.8;47.7;;;;;8.3;;196.0;False;2004;9
UCI_Dataset;28/09/04 23:00;1.1;85.0;;;;;18.6;49.1;;;;;5.7;;135.0;False;2004;9
UCI_Dataset;29/09/04 00:00;1.1;86.0;;;;;17.2;53.9;;;;;5.9;;146.0;False;2004;9
UCI_Dataset;29/09/04 01:00;0.9;71.0;;;;;16.3;56.8;;;;;4.1;;106.0;True;2004;9
UCI_Dataset;29/09/04 02:00;0.5;60.0;;;;;17.4;53.4;;;;;2.2;;70.0;True;2004;9
UCI_Dataset;29/09/04 03:00;0.4;;;;;;15.5;58.8;;;;;2.0;;;True;2004;9
UCI_Dataset;29/09/04 04:00;;48.0;;;;;14.6;62.1;;;;;2.2;;62.0;True;2004;9
UCI_Dataset;29/09/04 05:00;0.4;45.0;;;;;17.1;52.5;;;;;2.0;;60.0;True;2004;9
UCI_Dataset;29/09/04 06:00;0.7;53.0;;;;;15.2;58.3;;;;;4.0;;92.0;True;2004;9
UCI_Dataset;29/09/04 07:00;2.0;94.0;;;;;14.9;59.2;;;;;13.4;;277.0;False;2004;9
UCI_Dataset;29/09/04 08:00;4.2;122.0;;;;;15.1;59.0;;;;;28.0;;600.0;False;2004;9
UCI_Dataset;29/09/04 09:00;5.2;170.0;;;;;19.0;47.8;;;;;28.6;;693.0;False;2004;9
UCI_Dataset;29/09/04 10:00;3.8;174.0;;;;;22.4;38.8;;;;;21.4;;617.0;False;2004;9
UCI_Dataset;29/09/04 11:00;3.7;191.0;;;;;25.4;33.3;;;;;19.1;;569.0;False;2004;9
UCI_Dataset;29/09/04 12:00;3.4;179.0;;;;;27.2;30.4;;;;;19.6;;409.0;False;2004;9
UCI_Dataset;29/09/04 13:00;3.1;148.0;;;;;25.5;34.8;;;;;15.8;;335.0;False;2004;9
UCI_Dataset;29/09/04 14:00;2.4;129.0;;;;;26.4;28.5;;;;;13.5;;290.0;False;2004;9
UCI_Dataset;29/09/04 15:00;2.8;148.0;;;;;27.7;25.1;;;;;15.9;;312.0;False;2004;9
UCI_Dataset;29/09/04 16:00;3.6;184.0;;;;;28.6;23.2;;;;;19.9;;440.0;False;2004;9
UCI_Dataset;29/09/04 17:00;4.0;188.0;;;;;27.2;26.3;;;;;21.6;;450.0;False;2004;9
UCI_Dataset;29/09/04 18:00;5.6;204.0;;;;;25.3;33.0;;;;;31.0;;578.0;False;2004;9
UCI_Dataset;29/09/04 19:00;6.3;201.0;;;;;23.2;36.9;;;;;34.1;;615.0;False;2004;9
UCI_Dataset;29/09/04 20:00;4.7;165.0;;;;;21.6;43.3;;;;;22.8;;536.0;False;2004;9
UCI_Dataset;29/09/04 21:00;1.9;133.0;;;;;21.1;44.8;;;;;12.3;;238.0;False;2004;9
UCI_Dataset;29/09/04 22:00;1.9;125.0;;;;;19.7;49.3;;;;;10.9;;249.0;False;2004;9
UCI_Dataset;29/09/04 23:00;1.2;101.0;;;;;20.3;47.8;;;;;7.1;;150.0;False;2004;9
UCI_Dataset;30/09/04 00:00;0.9;79.0;;;;;19.4;50.3;;;;;5.7;;108.0;False;2004;9
UCI_Dataset;30/09/04 01:00;;;;;;;18.3;53.1;;;;;5.3;;;False;2004;9
UCI_Dataset;30/09/04 02:00;;;;;;;17.5;56.1;;;;;2.9;;;True;2004;9
UCI_Dataset;30/09/04 03:00;;;;;;;19.2;50.3;;;;;1.9;;;True;2004;9
UCI_Dataset;30/09/04 04:00;;;;;;;16.6;59.6;;;;;2.4;;;True;2004;9
UCI_Dataset;30/09/04 05:00;;;;;;;17.5;57.1;;;;;4.0;;;True;2004;9
UCI_Dataset;30/09/04 06:00;;;;;;;17.6;57.6;;;;;8.1;;;False;2004;9
UCI_Dataset;30/09/04 07:00;;;;;;;18.0;57.0;;;;;24.8;;;False;2004;9
UCI_Dataset;30/09/04 08:00;;;;;;;18.5;55.9;;;;;36.3;;;False;2004;9
UCI_Dataset;30/09/04 09:00;;;;;;;18.6;57.2;;;;;20.9;;;False;2004;9
UCI_Dataset;30/09/04 10:00;;;;;;;20.2;53.0;;;;;22.2;;;False;2004;9
UCI_Dataset;30/09/04 11:00;;;;;;;21.3;50.1;;;;;23.5;;;False;2004;9
UCI_Dataset;30/09/04 12:00;1.7;;;;;;24.6;42.8;;;;;10.8;;;False;2004;9
UCI_Dataset;30/09/04 13:00;1.7;101.0;;;;;24.6;44.1;;;;;11.2;;223.0;False;2004;9
UCI_Dataset;30/09/04 14:00;2.2;113.0;;;;;25.6;43.4;;;;;15.1;;267.0;False;2004;9
UCI_Dataset;30/09/04 15:00;2.8;121.0;;;;;26.1;42.6;;;;;17.4;;308.0;False;2004;9
UCI_Dataset;30/09/04 16:00;3.9;146.0;;;;;25.8;44.8;;;;;23.4;;422.0;False;2004;9
UCI_Dataset;30/09/04 17:00;6.5;188.0;;;;;25.4;47.9;;;;;35.9;;623.0;False;2004;9
UCI_Dataset;30/09/04 18:00;6.3;182.0;;;;;24.6;50.0;;;;;34.0;;572.0;False;2004;9
UCI_Dataset;30/09/04 19:00;5.7;166.0;;;;;23.6;54.4;;;;;30.1;;514.0;False;2004;9
UCI_Dataset;30/09/04 20:00;4.4;142.0;;;;;22.6;59.5;;;;;20.0;;414.0;False;2004;9
UCI_Dataset;30/09/04 21:00;1.6;84.0;;;;;22.1;61.3;;;;;10.5;;143.0;False;2004;9
UCI_Dataset;30/09/04 22:00;1.5;87.0;;;;;22.1;61.3;;;;;9.0;;147.0;False;2004;9
UCI_Dataset;30/09/04 23:00;1.7;91.0;;;;;21.1;64.7;;;;;10.7;;159.0;False;2004;9
UCI_Dataset;01/10/04 00:00;1.9;91.0;;;;;20.3;66.4;;;;;10.4;;206.0;False;2004;10
UCI_Dataset;01/10/04 01:00;1.6;74.0;;;;;19.4;69.3;;;;;9.7;;140.0;False;2004;10
UCI_Dataset;01/10/04 02:00;1.3;69.0;;;;;19.0;70.8;;;;;6.9;;132.0;False;2004;10
UCI_Dataset;01/10/04 03:00;0.8;;;;;;20.2;65.8;;;;;4.0;;;True;2004;10
UCI_Dataset;01/10/04 04:00;0.6;54.0;;;;;19.8;67.2;;;;;3.0;;81.0;True;2004;10
UCI_Dataset;01/10/04 05:00;0.7;60.0;;;;;19.0;70.3;;;;;4.3;;120.0;True;2004;10
UCI_Dataset;01/10/04 06:00;1.6;69.0;;;;;18.8;71.8;;;;;9.8;;279.0;False;2004;10
UCI_Dataset;01/10/04 07:00;2.9;91.0;;;;;20.2;66.3;;;;;17.2;;392.0;False;2004;10
UCI_Dataset;01/10/04 08:00;4.1;97.0;;;;;20.8;64.3;;;;;27.9;;433.0;False;2004;10
UCI_Dataset;01/10/04 09:00;3.7;114.0;;;;;22.3;59.3;;;;;20.5;;531.0;False;2004;10
UCI_Dataset;01/10/04 10:00;3.6;129.0;;;;;23.2;56.6;;;;;21.2;;619.0;False;2004;10
UCI_Dataset;01/10/04 11:00;3.4;137.0;;;;;23.8;54.7;;;;;19.9;;522.0;False;2004;10
UCI_Dataset;01/10/04 12:00;3.7;134.0;;;;;23.5;56.2;;;;;21.1;;505.0;False;2004;10
UCI_Dataset;01/10/04 13:00;4.1;132.0;;;;;23.9;54.4;;;;;22.3;;465.0;False;2004;10
UCI_Dataset;01/10/04 14:00;3.2;123.0;;;;;;;;;;;;;383.0;True;2004;10
UCI_Dataset;01/10/04 15:00;2.4;105.0;;;;;25.4;47.4;;;;;12.9;;278.0;False;2004;10
UCI_Dataset;01/10/04 16:00;3.4;136.0;;;;;26.4;45.4;;;;;18.4;;372.0;False;2004;10
UCI_Dataset;01/10/04 17:00;5.6;169.0;;;;;25.8;46.9;;;;;26.5;;540.0;False;2004;10
UCI_Dataset;01/10/04 18:00;;;;;;;25.3;49.6;;;;;29.4;;;False;2004;10
UCI_Dataset;01/10/04 19:00;;;;;;;24.2;54.3;;;;;33.7;;;False;2004;10
UCI_Dataset;01/10/04 20:00;;;;;;;22.8;58.1;;;;;19.9;;;False;2004;10
UCI_Dataset;01/10/04 21:00;;;;;;;21.5;63.2;;;;;13.5;;;False;2004;10
UCI_Dataset;01/10/04 22:00;;;;;;;21.3;63.0;;;;;11.2;;;False;2004;10
UCI_Dataset;01/10/04 23:00;;;;;;;20.8;64.1;;;;;9.1;;;False;2004;10
UCI_Dataset;02/10/04 00:00;;;;;;;20.6;64.0;;;;;10.9;;;False;2004;10
UCI_Dataset;02/10/04 01:00;;;;;;;20.6;63.4;;;;;8.4;;;False;2004;10
UCI_Dataset;02/10/04 02:00;;;;;;;20.4;64.4;;;;;7.1;;;False;2004;10
UCI_Dataset;02/10/04 03:00;;;;;;;21.3;61.0;;;;;4.3;;;True;2004;10
UCI_Dataset;02/10/04 04:00;;;;;;;20.5;64.0;;;;;4.0;;;True;2004;10
UCI_Dataset;02/10/04 05:00;;;;;;;20.3;65.3;;;;;5.8;;;False;2004;10
UCI_Dataset;02/10/04 06:00;;;;;;;20.1;65.9;;;;;6.3;;;False;2004;10
UCI_Dataset;02/10/04 07:00;;;;;;;20.2;65.6;;;;;12.3;;;False;2004;10
UCI_Dataset;02/10/04 08:00;;;;;;;21.1;62.8;;;;;13.3;;;False;2004;10
UCI_Dataset;02/10/04 09:00;;;;;;;22.5;57.5;;;;;12.5;;;False;2004;10
UCI_Dataset;02/10/04 10:00;;;;;;;24.2;51.9;;;;;10.5;;;False;2004;10
UCI_Dataset;02/10/04 11:00;;;;;;;25.2;48.9;;;;;12.1;;;False;2004;10
UCI_Dataset;02/10/04 12:00;;;;;;;25.8;47.8;;;;;12.1;;;False;2004;10
UCI_Dataset;02/10/04 13:00;;;;;;;25.7;49.2;;;;;11.2;;;False;2004;10
UCI_Dataset;02/10/04 14:00;;;;;;;25.8;49.6;;;;;7.2;;;False;2004;10
UCI_Dataset;02/10/04 15:00;;;;;;;25.7;48.8;;;;;8.7;;;False;2004;10
UCI_Dataset;02/10/04 16:00;;;;;;;26.5;45.9;;;;;9.6;;;False;2004;10
UCI_Dataset;02/10/04 17:00;;;;;;;25.4;48.9;;;;;11.6;;;False;2004;10
UCI_Dataset;02/10/04 18:00;;;;;;;24.4;52.5;;;;;12.7;;;False;2004;10
UCI_Dataset;02/10/04 19:00;;;;;;;23.9;54.6;;;;;20.7;;;False;2004;10
UCI_Dataset;02/10/04 20:00;;;;;;;22.9;57.9;;;;;17.8;;;False;2004;10
UCI_Dataset;02/10/04 21:00;;;;;;;22.1;61.1;;;;;11.2;;;False;2004;10
UCI_Dataset;02/10/04 22:00;;;;;;;20.8;65.6;;;;;10.8;;;False;2004;10
UCI_Dataset;02/10/04 23:00;;;;;;;21.7;60.8;;;;;9.4;;;False;2004;10
UCI_Dataset;03/10/04 00:00;;;;;;;21.1;62.8;;;;;8.5;;;False;2004;10
UCI_Dataset;03/10/04 01:00;;;;;;;20.7;63.2;;;;;6.5;;;False;2004;10
UCI_Dataset;03/10/04 02:00;;;;;;;21.2;61.5;;;;;5.1;;;False;2004;10
UCI_Dataset;03/10/04 03:00;;;;;;;20.3;64.6;;;;;4.5;;;True;2004;10
UCI_Dataset;03/10/04 04:00;;;;;;;20.2;64.4;;;;;3.9;;;True;2004;10
UCI_Dataset;03/10/04 05:00;;;;;;;20.1;65.3;;;;;3.3;;;True;2004;10
UCI_Dataset;03/10/04 06:00;;;;;;;19.9;66.0;;;;;3.2;;;True;2004;10
UCI_Dataset;03/10/04 07:00;;;;;;;19.8;66.4;;;;;5.4;;;False;2004;10
UCI_Dataset;03/10/04 08:00;;;;;;;20.4;64.1;;;;;5.6;;;False;2004;10
UCI_Dataset;03/10/04 09:00;;;;;;;21.6;60.8;;;;;7.5;;;False;2004;10
UCI_Dataset;03/10/04 10:00;;;;;;;23.5;54.5;;;;;10.7;;;False;2004;10
UCI_Dataset;03/10/04 11:00;;;;;;;25.7;46.6;;;;;8.4;;;False;2004;10
UCI_Dataset;03/10/04 12:00;;;;;;;26.6;43.7;;;;;11.3;;;False;2004;10
UCI_Dataset;03/10/04 13:00;;;;;;;27.4;41.8;;;;;8.3;;;False;2004;10
UCI_Dataset;03/10/04 14:00;;;;;;;27.4;42.8;;;;;6.0;;;False;2004;10
UCI_Dataset;03/10/04 15:00;;;;;;;27.1;43.3;;;;;6.7;;;False;2004;10
UCI_Dataset;03/10/04 16:00;;;;;;;26.9;44.4;;;;;6.2;;;False;2004;10
UCI_Dataset;03/10/04 17:00;;;;;;;26.9;44.4;;;;;7.7;;;False;2004;10
UCI_Dataset;03/10/04 18:00;;;;;;;24.7;51.9;;;;;11.0;;;False;2004;10
UCI_Dataset;03/10/04 19:00;;;;;;;23.7;55.6;;;;;20.8;;;False;2004;10
UCI_Dataset;03/10/04 20:00;;;;;;;22.7;59.6;;;;;21.4;;;False;2004;10
UCI_Dataset;03/10/04 21:00;;;;;;;21.9;61.4;;;;;10.4;;;False;2004;10
UCI_Dataset;03/10/04 22:00;;;;;;;22.0;59.8;;;;;8.3;;;False;2004;10
UCI_Dataset;03/10/04 23:00;;;;;;;20.5;64.9;;;;;7.8;;;False;2004;10
UCI_Dataset;04/10/04 00:00;;;;;;;19.8;66.9;;;;;5.5;;;False;2004;10
UCI_Dataset;04/10/04 01:00;;;;;;;18.4;71.6;;;;;5.2;;;False;2004;10
UCI_Dataset;04/10/04 02:00;;;;;;;18.9;68.6;;;;;3.2;;;True;2004;10
UCI_Dataset;04/10/04 03:00;;;;;;;17.8;72.3;;;;;2.7;;;True;2004;10
UCI_Dataset;04/10/04 04:00;;;;;;;17.1;73.9;;;;;3.0;;;True;2004;10
UCI_Dataset;04/10/04 05:00;;;;;;;17.7;70.3;;;;;4.0;;;True;2004;10
UCI_Dataset;04/10/04 06:00;;;;;;;17.1;71.8;;;;;5.6;;;False;2004;10
UCI_Dataset;04/10/04 07:00;;;;;;;18.3;67.5;;;;;11.1;;;False;2004;10
UCI_Dataset;04/10/04 08:00;;;;;;;18.5;67.0;;;;;20.1;;;False;2004;10
UCI_Dataset;04/10/04 09:00;;;;;;;19.9;61.7;;;;;23.6;;;False;2004;10
UCI_Dataset;04/10/04 10:00;;;;;;;22.9;52.6;;;;;21.0;;;False;2004;10
UCI_Dataset;04/10/04 11:00;;;;;;;24.2;49.0;;;;;21.8;;;False;2004;10
UCI_Dataset;04/10/04 12:00;;;;;;;25.8;44.7;;;;;22.1;;;False;2004;10
UCI_Dataset;04/10/04 13:00;;;;;;;26.0;44.5;;;;;18.2;;;False;2004;10
UCI_Dataset;04/10/04 14:00;;;;;;;27.1;40.2;;;;;14.2;;;False;2004;10
UCI_Dataset;04/10/04 15:00;;;;;;;27.4;39.8;;;;;14.9;;;False;2004;10
UCI_Dataset;04/10/04 16:00;;;;;;;28.9;36.3;;;;;21.1;;;False;2004;10
UCI_Dataset;04/10/04 17:00;;;;;;;28.4;37.5;;;;;30.3;;;False;2004;10
UCI_Dataset;04/10/04 18:00;;;;;;;26.0;43.9;;;;;41.6;;;False;2004;10
UCI_Dataset;04/10/04 19:00;;;;;;;24.3;49.6;;;;;44.7;;;False;2004;10
UCI_Dataset;04/10/04 20:00;;;;;;;23.3;53.0;;;;;21.3;;;False;2004;10
UCI_Dataset;04/10/04 21:00;;;;;;;22.6;55.1;;;;;10.0;;;False;2004;10
UCI_Dataset;04/10/04 22:00;;;;;;;21.2;59.3;;;;;8.9;;;False;2004;10
UCI_Dataset;04/10/04 23:00;;;;;;;20.6;60.9;;;;;7.4;;;False;2004;10
UCI_Dataset;05/10/04 00:00;;;;;;;20.0;63.1;;;;;6.4;;;False;2004;10
UCI_Dataset;05/10/04 01:00;;;;;;;19.7;63.4;;;;;3.7;;;True;2004;10
UCI_Dataset;05/10/04 02:00;;;;;;;20.8;58.8;;;;;2.5;;;True;2004;10
UCI_Dataset;05/10/04 03:00;;;;;;;17.8;69.8;;;;;2.7;;;True;2004;10
UCI_Dataset;05/10/04 04:00;;;;;;;18.8;65.3;;;;;2.5;;;True;2004;10
UCI_Dataset;05/10/04 05:00;;;;;;;17.6;69.5;;;;;4.1;;;True;2004;10
UCI_Dataset;05/10/04 06:00;;;;;;;17.4;69.7;;;;;7.8;;;False;2004;10
UCI_Dataset;05/10/04 07:00;;;;;;;17.4;70.1;;;;;30.8;;;False;2004;10
UCI_Dataset;05/10/04 08:00;;;;;;;18.5;65.5;;;;;26.4;;;False;2004;10
UCI_Dataset;05/10/04 09:00;;;;;;;20.6;58.5;;;;;21.6;;;False;2004;10
UCI_Dataset;05/10/04 10:00;;;;;;;23.9;48.7;;;;;22.8;;;False;2004;10
UCI_Dataset;05/10/04 11:00;;;;;;;26.0;43.8;;;;;19.3;;;False;2004;10
UCI_Dataset;05/10/04 12:00;;;;;;;28.6;37.3;;;;;30.4;;;False;2004;10
UCI_Dataset;05/10/04 13:00;;;;;;;27.9;38.0;;;;;23.4;;;False;2004;10
UCI_Dataset;05/10/04 14:00;;;;;;;28.4;37.6;;;;;17.1;;;False;2004;10
UCI_Dataset;05/10/04 15:00;;;;;;;28.5;37.3;;;;;14.6;;;False;2004;10
UCI_Dataset;05/10/04 16:00;;;;;;;30.8;31.8;;;;;21.6;;;False;2004;10
UCI_Dataset;05/10/04 17:00;;;;;;;29.7;33.1;;;;;31.9;;;False;2004;10
UCI_Dataset;05/10/04 18:00;;;;;;;27.0;40.2;;;;;40.5;;;False;2004;10
UCI_Dataset;05/10/04 19:00;;;;;;;25.6;47.5;;;;;41.6;;;False;2004;10
UCI_Dataset;05/10/04 20:00;;;;;;;23.9;57.2;;;;;23.9;;;False;2004;10
UCI_Dataset;05/10/04 21:00;;;;;;;22.7;60.8;;;;;20.3;;;False;2004;10
UCI_Dataset;05/10/04 22:00;;;;;;;21.8;59.9;;;;;12.8;;;False;2004;10
UCI_Dataset;05/10/04 23:00;;;;;;;22.4;58.3;;;;;8.7;;;False;2004;10
UCI_Dataset;06/10/04 00:00;;;;;;;21.7;60.2;;;;;6.8;;;False;2004;10
UCI_Dataset;06/10/04 01:00;;;;;;;21.2;61.4;;;;;5.3;;;False;2004;10
UCI_Dataset;06/10/04 02:00;;;;;;;19.3;68.4;;;;;4.6;;;True;2004;10
UCI_Dataset;06/10/04 03:00;;;;;;;19.8;65.1;;;;;3.2;;;True;2004;10
UCI_Dataset;06/10/04 04:00;;;;;;;20.0;62.9;;;;;2.8;;;True;2004;10
UCI_Dataset;06/10/04 05:00;;;;;;;18.3;68.5;;;;;3.6;;;True;2004;10
UCI_Dataset;06/10/04 06:00;;;;;;;18.1;68.5;;;;;6.2;;;False;2004;10
UCI_Dataset;06/10/04 07:00;;;;;;;17.6;70.5;;;;;24.2;;;False;2004;10
UCI_Dataset;06/10/04 08:00;;;;;;;18.3;67.8;;;;;32.0;;;False;2004;10
UCI_Dataset;06/10/04 09:00;;;;;;;20.4;61.2;;;;;25.8;;;False;2004;10
UCI_Dataset;06/10/04 10:00;;;;;;;22.5;55.6;;;;;16.2;;;False;2004;10
UCI_Dataset;06/10/04 11:00;;;;;;;25.7;46.4;;;;;17.7;;;False;2004;10
UCI_Dataset;06/10/04 12:00;;;;;;;26.8;44.6;;;;;16.5;;;False;2004;10
UCI_Dataset;06/10/04 13:00;;;;;;;26.0;46.4;;;;;18.3;;;False;2004;10
UCI_Dataset;06/10/04 14:00;;;;;;;26.3;46.0;;;;;14.6;;;False;2004;10
UCI_Dataset;06/10/04 15:00;;;;;;;27.4;43.9;;;;;17.1;;;False;2004;10
UCI_Dataset;06/10/04 16:00;;;;;;;29.6;36.7;;;;;17.2;;;False;2004;10
UCI_Dataset;06/10/04 17:00;;;;;;;28.7;37.3;;;;;24.6;;;False;2004;10
UCI_Dataset;06/10/04 18:00;;;;;;;25.7;44.1;;;;;26.9;;;False;2004;10
UCI_Dataset;06/10/04 19:00;;;;;;;24.5;49.5;;;;;44.0;;;False;2004;10
UCI_Dataset;06/10/04 20:00;;;;;;;23.3;54.4;;;;;31.0;;;False;2004;10
UCI_Dataset;06/10/04 21:00;;;;;;;22.4;57.9;;;;;16.8;;;False;2004;10
UCI_Dataset;06/10/04 22:00;;;;;;;22.7;55.8;;;;;11.0;;;False;2004;10
UCI_Dataset;06/10/04 23:00;;;;;;;20.4;62.4;;;;;11.4;;;False;2004;10
UCI_Dataset;07/10/04 00:00;;;;;;;20.3;64.2;;;;;9.9;;;False;2004;10
UCI_Dataset;07/10/04 01:00;;;;;;;21.4;60.6;;;;;5.0;;;True;2004;10
UCI_Dataset;07/10/04 02:00;;;;;;;20.3;66.3;;;;;3.7;;;True;2004;10
UCI_Dataset;07/10/04 03:00;;;;;;;20.9;62.2;;;;;3.1;;;True;2004;10
UCI_Dataset;07/10/04 04:00;;;;;;;19.9;66.1;;;;;2.9;;;True;2004;10
UCI_Dataset;07/10/04 05:00;;;;;;;19.8;67.1;;;;;4.4;;;True;2004;10
UCI_Dataset;07/10/04 06:00;;;;;;;20.1;64.4;;;;;7.4;;;False;2004;10
UCI_Dataset;07/10/04 07:00;;;;;;;19.7;66.4;;;;;19.4;;;False;2004;10
UCI_Dataset;07/10/04 08:00;;;;;;;20.9;62.4;;;;;37.1;;;False;2004;10
UCI_Dataset;07/10/04 09:00;;;;;;;22.5;57.0;;;;;22.2;;;False;2004;10
UCI_Dataset;07/10/04 10:00;;;;;;;23.5;53.4;;;;;18.5;;;False;2004;10
UCI_Dataset;07/10/04 11:00;;;;;;;24.7;48.2;;;;;14.0;;;False;2004;10
UCI_Dataset;07/10/04 12:00;;;;;;;27.1;40.9;;;;;15.5;;;False;2004;10
UCI_Dataset;07/10/04 13:00;;;;;;;25.9;44.2;;;;;15.7;;;False;2004;10
UCI_Dataset;07/10/04 14:00;;;;;;;26.9;41.8;;;;;15.7;;;False;2004;10
UCI_Dataset;07/10/04 15:00;;;;;;;27.2;40.7;;;;;12.7;;;False;2004;10
UCI_Dataset;07/10/04 16:00;2.9;87.0;;;;;28.6;37.6;;;;;15.3;;267.0;False;2004;10
UCI_Dataset;07/10/04 17:00;5.4;111.0;;;;;28.0;38.5;;;;;28.8;;398.0;False;2004;10
UCI_Dataset;07/10/04 18:00;5.3;119.0;;;;;25.2;45.8;;;;;26.1;;418.0;False;2004;10
UCI_Dataset;07/10/04 19:00;6.7;128.0;;;;;24.0;50.6;;;;;37.1;;515.0;False;2004;10
UCI_Dataset;07/10/04 20:00;7.0;117.0;;;;;23.2;54.7;;;;;35.7;;669.0;False;2004;10
UCI_Dataset;07/10/04 21:00;2.8;92.0;;;;;22.3;57.1;;;;;16.5;;326.0;False;2004;10
UCI_Dataset;07/10/04 22:00;1.7;73.0;;;;;21.8;58.2;;;;;11.0;;209.0;False;2004;10
UCI_Dataset;07/10/04 23:00;1.7;60.0;;;;;20.9;61.3;;;;;10.8;;183.0;False;2004;10
UCI_Dataset;08/10/04 00:00;1.7;60.0;;;;;20.6;62.0;;;;;9.6;;165.0;False;2004;10
UCI_Dataset;08/10/04 01:00;1.2;53.0;;;;;20.3;62.5;;;;;6.5;;111.0;False;2004;10
UCI_Dataset;08/10/04 02:00;0.7;47.0;;;;;20.5;62.1;;;;;3.6;;67.0;True;2004;10
UCI_Dataset;08/10/04 03:00;0.7;;;;;;18.7;68.5;;;;;3.3;;;True;2004;10
UCI_Dataset;08/10/04 04:00;0.8;43.0;;;;;18.2;70.3;;;;;4.4;;88.0;True;2004;10
UCI_Dataset;08/10/04 05:00;0.9;47.0;;;;;18.2;70.1;;;;;5.5;;147.0;False;2004;10
UCI_Dataset;08/10/04 06:00;1.7;50.0;;;;;18.2;70.0;;;;;10.8;;279.0;False;2004;10
UCI_Dataset;08/10/04 07:00;5.7;81.0;;;;;19.4;66.5;;;;;31.2;;665.0;False;2004;10
UCI_Dataset;08/10/04 08:00;4.3;75.0;;;;;19.5;66.9;;;;;24.8;;592.0;False;2004;10
UCI_Dataset;08/10/04 09:00;3.9;87.0;;;;;21.1;61.1;;;;;24.2;;557.0;False;2004;10
UCI_Dataset;08/10/04 10:00;5.1;128.0;;;;;23.2;54.7;;;;;29.5;;693.0;False;2004;10
UCI_Dataset;08/10/04 11:00;3.7;105.0;;;;;24.4;52.5;;;;;21.0;;530.0;False;2004;10
UCI_Dataset;08/10/04 12:00;3.3;101.0;;;;;26.4;45.8;;;;;19.6;;412.0;False;2004;10
UCI_Dataset;08/10/04 13:00;3.6;100.0;;;;;27.7;39.2;;;;;21.2;;366.0;False;2004;10
